Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1971","1971","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1972","1972","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1973","1973","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1974","1974","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1975","1975","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1976","1976","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1977","1977","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1978","1978","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1979","1979","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1980","1980","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1981","1981","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1982","1982","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1983","1983","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1984","1984","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1985","1985","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1986","1986","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1987","1987","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1988","1988","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1989","1989","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1990","1990","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1991","1991","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1992","1992","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1993","1993","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1994","1994","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1995","1995","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1996","1996","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1997","1997","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1998","1998","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","1999","1999","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2000","2000","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2001","2001","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2002","2002","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2003","2003","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2004","2004","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2005","2005","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2006","2006","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2007","2007","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2008","2008","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2009","2009","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2010","2010","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2011","2011","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2012","2012","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2013","2013","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2014","2014","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2015","2015","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2016","2016","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2017","2017","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2018","2018","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2019","2019","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2020","2020","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2021","2021","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2022","2022","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7008","August","2023","2023","°c","0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1961","1961","°c","-0.338","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1962","1962","°c","0.054","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1963","1963","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1964","1964","°c","-0.099","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1965","1965","°c","0.152","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1966","1966","°c","-0.089","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1967","1967","°c","-0.162","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1968","1968","°c","0.014","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1969","1969","°c","0.391","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1970","1970","°c","-0.308","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1971","1971","°c","-0.43","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1972","1972","°c","0.312","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1973","1973","°c","-0.576","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1974","1974","°c","-0.583","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1975","1975","°c","-0.441","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1976","1976","°c","0.514","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1977","1977","°c","0.131","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1978","1978","°c","0.043","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1979","1979","°c","0.285","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1980","1980","°c","0.492","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1981","1981","°c","-0.162","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1982","1982","°c","0.644","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1983","1983","°c","0.147","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1984","1984","°c","-0.56","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1985","1985","°c","-0.282","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1986","1986","°c","-0.224","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1987","1987","°c","0.441","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1988","1988","°c","-0.344","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1989","1989","°c","0.078","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1990","1990","°c","0.396","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1991","1991","°c","0.088","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1992","1992","°c","0.022","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1993","1993","°c","0.204","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1994","1994","°c","0.107","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1995","1995","°c","0.687","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1996","1996","°c","0.471","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1997","1997","°c","0.903","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1998","1998","°c","0.974","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","1999","1999","°c","0.051","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2000","2000","°c","0.08","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2001","2001","°c","0.432","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2002","2002","°c","0.983","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2003","2003","°c","0.575","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2004","2004","°c","0.631","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2005","2005","°c","0.864","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2006","2006","°c","0.99","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2007","2007","°c","0.535","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2008","2008","°c","0.819","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2009","2009","°c","1.426","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2010","2010","°c","0.602","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2011","2011","°c","0.604","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2012","2012","°c","1.056","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2013","2013","°c","0.763","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2014","2014","°c","0.86","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2015","2015","°c","1.737","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2016","2016","°c","0.617","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2017","2017","°c","1.57","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2018","2018","°c","0.974","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2019","2019","°c","1.272","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2020","2020","°c","1.427","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2021","2021","°c","0.813","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2022","2022","°c","0.841","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7009","September","2023","2023","°c","2.027","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1961","1961","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1962","1962","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1963","1963","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1964","1964","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1965","1965","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1966","1966","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1967","1967","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1968","1968","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1969","1969","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1970","1970","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1971","1971","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1972","1972","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1973","1973","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1974","1974","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1975","1975","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1976","1976","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1977","1977","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1978","1978","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1979","1979","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1980","1980","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1981","1981","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1982","1982","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1983","1983","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1984","1984","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1985","1985","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1986","1986","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1987","1987","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1988","1988","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1989","1989","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1990","1990","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1991","1991","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1992","1992","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1993","1993","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1994","1994","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1995","1995","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1996","1996","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1997","1997","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1998","1998","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","1999","1999","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2000","2000","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2001","2001","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2002","2002","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2003","2003","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2004","2004","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2005","2005","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2006","2006","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2007","2007","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2008","2008","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2009","2009","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2010","2010","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2011","2011","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2012","2012","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2013","2013","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2014","2014","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2015","2015","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2016","2016","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2017","2017","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2018","2018","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2019","2019","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2020","2020","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2021","2021","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2022","2022","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7009","September","2023","2023","°c","0.361","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1961","1961","°c","-0.092","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1962","1962","°c","0.129","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1963","1963","°c","0.507","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1964","1964","°c","-0.363","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1965","1965","°c","0.205","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1966","1966","°c","0.001","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1967","1967","°c","-0.123","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1968","1968","°c","0.12","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1969","1969","°c","-0.108","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1970","1970","°c","0.332","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1971","1971","°c","-0.652","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1972","1972","°c","0.295","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1973","1973","°c","-0.244","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1974","1974","°c","-0.267","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1975","1975","°c","-0.464","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1976","1976","°c","0.213","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1977","1977","°c","0.246","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1978","1978","°c","0.032","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1979","1979","°c","0.423","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1980","1980","°c","0.355","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1981","1981","°c","0.167","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7010","October","1982","1982","°c","-0.21","E","Estimated value"
